trial_id,title,intervention_name,intervention_type,phase,status,summary,sponsor,outcome
NCT03596073,A Pilot Trial of Topical Calcipotriene Treatment for Breast Cancer Immunoprevention,Topical Calcipotriene Ointment; Topical Vaseline,DRUG; OTHER,,TERMINATED,This research study is studying a topical ointment called calcipotriene to see if it can stimulate the immune cells against the breast lesion in ways that would prevent its recurrence after surgical removal,Massachusetts General Hospital,0.0
NCT03982173,A Phase II Whole Exome Sequencing-based Basket Trial for Combination Therapy With Durvalumab (Anti-PDL1) (MEDI4736) and Tremelimumab (Anti-CTLA4) in Patients With Metastatic Solid Tumors,Tremelimumab; Durvalumab,DRUG; DRUG,,WITHDRAWN,To determine the efficacy (as measured by overall tumour response rate) of the combination of durvalumab and tremelimumab when given to previously treated patients with solid tumors harboring a high mutational load.,"Gustave Roussy, Cancer Campus, Grand Paris",0.0
NCT03911973,"Phase 2 Trial With Safety Run-In of Gedatolisib Plus Talazoparib in Advanced Triple Negative or BRCA1/2 Positive, HER2 Negative Breast Cancers Big Ten Cancer Research Consortium BTCRC-BRE18-337",Gedatolisib; Talazoparib,DRUG; DRUG,,ACTIVE_NOT_RECRUITING,This study is designed to determine the RP2D of gedatolisib in combination with talazoparib and to evaluate the efficacy of this combination in advanced HER2 negative breast cancer that is triple negative or BRCA1/2 positive (deficient).,Kari Wisinski,1.0
NCT05888831,A Phase 1/2 Study of BMS-986449 Alone and in Combination With Nivolumab in Participants With Advanced Solid Tumors,BMS-986449; Nivolumab,DRUG; DRUG,,ACTIVE_NOT_RECRUITING,The purpose of this study is to evaluate the safety and efficacy of BMS-986449 alone and in combination with nivolumab in participants with advanced solid tumors.,Bristol-Myers Squibb,1.0
NCT00817531,"A Biologic Efficacy Study of Dasatinib, a Multi-Targeted Tyrosine Kinase, in Locally Advanced Triple-Negative Breast Cancer Patients Developing Effective Therapies for Er-Negative Breast Cancer Using Genomics and Proteomics: Project 3",Dasatinib,DRUG,,TERMINATED,"We want to learn if dasatinib will make triple negative breast cancers smaller. We also hope that we can learn more about what makes triple negative breast cancers grow. We believe this information will help us to predict which patients will benefit from taking this drug or other drugs like it.

This study is a ""neoadjuvant study"", which means that it is only open to women who have not had any treatment for their breast cancer. Neoadjuvant studies allow the study doctor to look at how the cells in your cancer change after taking the study medication. This will help us to understand whether or not dasatinib is an effective treatment for breast cancer. It will also help us to learn more about triple negative breast cancer and how to treat it.",Baylor Breast Care Center,0.0
NCT01984866,Complete Pathological Response Prediction After Neoadjuvant Treatment Using Excisional Biopsy By Radiofrequency In Breast Cancer From II-III UICC Stages.,,,,TERMINATED,"This project aims to determine whether biopsy using radiofrequency is a procedure suitable for this patient selection. Findings from biopsy will be correlated with the conventional surgery ones. If the technique is validated to predict the presence or absence of residual tumor, breast surgery could be avoided in cases of absence of tumor.",Hospital General Universitario Gregorio Marañon,0.0
NCT01525966,Phase II Trial of Neoadjuvant Chemotherapy With Carboplatin and NAB-Paclitaxel in Patients With Locally Advanced and Inflammatory Triple Negative Breast Cancer,carboplatin; paclitaxel albumin-stabilized nanoparticle formulation; laboratory biomarker analysis,DRUG; DRUG; OTHER,,ACTIVE_NOT_RECRUITING,"This phase II trial studies how well carboplatin and nab-paclitaxel before surgery work in treating patients with triple negative breast cancer that is inflammatory or has spread from where it started to nearby tissue or lymph nodes. Drugs used in chemotherapy, such as carboplatin and nab-paclitaxel, work in different ways to stop the growth of tumor cells, either by killing the cells, by stopping them from dividing, or by stopping them from spreading. Giving chemotherapy before surgery may make the tumor smaller and reduce the amount of normal tissue that needs to be removed.",City of Hope Medical Center,1.0
NCT04140526,"Safety, Pharmacokinetics (PK), and Efficacy of ONC-392 as a Single Agent and in Combination With Pembrolizumab in Advanced Solid Tumors and NSCLC: An Open Label Phase IA/IB Study. Preserve CTLA4 Checkpoint Function (PRESERVE-001)",ONC-392; Pembrolizumab; Docetaxel,DRUG; DRUG; DRUG,,ACTIVE_NOT_RECRUITING,"This is a First-in-Human Phase IA/IB/II open label dose escalation study of intravenous (IV) administration of ONC-392, a humanized anti-CTLA4 IgG1 monoclonal antibody, as single agent and in combination with pembrolizumab in participants with advanced or metastatic solid tumors and non-small cell lung cancers.","OncoC4, Inc.",1.0
NCT04442126,A Phase 1/2 Study of NM21-1480 (Anti-PDL-1/Anti-4-1BB/Anti-HSA Tri-Specific Antibody) in Adult Patients With Advanced Solid Tumors,NM21-1480,BIOLOGICAL,,TERMINATED,"This is a first-in-human, open-label, multi-center, Phase 1/2, dose-escalation study with expansion cohorts to evaluate NM21-1480 for safety and immunogenicity, to determine the maximal tolerated dose and recommended Phase 2 dose, define the pharmacokinetics, to explore the pharmacodynamics, and to obtain preliminary evidence of the clinical activity in adult patients with selected advanced solid tumors.",Numab Therapeutics AG,0.0
NCT05255666,Phase II Study of the Combination of Liposomal Irinotecan (Nal-IRI) and Pembrolizumab for Triple-Negative Breast Cancer (TNBC) With Brain Metastases (BM),Pembrolizumab; Liposomal Irinotecan,DRUG; DRUG,,WITHDRAWN,"The study is a phase II with safety lead in, single arm, study using Nal-IRI in combination with pembrolizumab. Nal-IRI will be given IV every 2 weeks starting at 50mg/m2. Pembrolizumab will be given 400mg IV every 6 weeks. Treatment will continue until progression, intolerable side effects or patient/doctor decision to discontinue treatment.",Washington University School of Medicine,0.0
NCT03797326,"A Multicenter, Open-label Phase 2 Study of Lenvatinib (E7080/MK-7902) Plus Pembrolizumab (MK-3475) in Previously Treated Subjects With Selected Solid Tumors (LEAP-005)",Pembrolizumab; Lenvatinib,BIOLOGICAL; DRUG,,COMPLETED,"The purpose of this study is to determine the safety and efficacy of combination therapy with pembrolizumab (MK-3475) and lenvatinib (E7080/MK-7902) in participants with triple negative breast cancer (TNBC), ovarian cancer, gastric cancer, colorectal cancer (CRC), glioblastoma (GBM), biliary tract cancers (BTC), or pancreatic cancer.",Merck Sharp & Dohme LLC,1.0
NCT03218826,"A Phase I Study of AZD8186 in Combination With Docetaxel in Patients With PTEN Mutated or PIK3CB Mutated Advanced Solid Tumors, Potentially Amenable to Docetaxel",Docetaxel; Laboratory Biomarker Analysis; Pharmacological Study; PI3Kbeta Inhibitor AZD8186,DRUG; OTHER; OTHER; DRUG,,ACTIVE_NOT_RECRUITING,"This phase I trial studies the side effects and best dose of PI3Kbeta inhibitor AZD8186 when given together with docetaxel in treating patients with solid tumors with PTEN or PIK3CB mutations that have spread to other places in the body (metastatic) or cannot be removed by surgery. PI3Kbeta inhibitor AZD8186 may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth. Drugs used in chemotherapy, such as docetaxel, work in different ways to stop the growth of tumor cells, either by killing the cells, by stopping them from dividing, or by stopping them from spreading. Giving PI3Kbeta inhibitor AZD8186 and docetaxel may work better in treating patients with solid tumors.",National Cancer Institute (NCI),1.0
NCT01986426,"A Phase I, Open-label, Multi-arm, Multi-centre, Multi-dose, Dose Escalation Study of LTX-315 as Monotherapy or in Combination With Either Ipilimumab or Pembrolizumab in Patients With Transdermally Accessible Tumours",LTX-315 consecutive lesions; LTX-315; LTX-315 + ipilimumab; LTX-315 + pembrolizumab,DRUG; DRUG; DRUG; DRUG,,COMPLETED,"The study will assess the safety, tolerability, PK and efficacy of different intra-tumoral dosing regimens of LTX-315; a lytic-peptide that induces long-term anti-cancer immune responses, as monotherapy or in combination with ipilimumab or pembrolizumab.",Lytix Biopharma AS,1.0
NCT03639948,Neoadjuvant Phase II Study of Pembrolizumab And Carboplatin Plus Docetaxel in Triple Negative Breast Cancer,Carboplatin; Docetaxel; Pembrolizumab; Pegfilgrastim,DRUG; DRUG; DRUG; DRUG,,ACTIVE_NOT_RECRUITING,"The standard treatment for women with stage I, II, and III triple-negative breast cancer (TNBC) includes chemotherapy and surgery, with or without radiation therapy. However, because TNBC is usually more aggressive, harder to treat, and more likely to come back, it is associated with poor long-term outcomes (survival rates) when compared to other types of breast cancer. Therefore, researchers are studying how new drugs and treatment combinations can improve the outcome of patients with TNBC. This study will test effectiveness of immune therapy (Pembrolizumab is an ""immunotherapy"" that is expected to work with the body's immune system to help fight cancer) in combination with chemotherapy given before surgery.",University of Kansas Medical Center,1.0
NCT04985357,Defining the Clinical Potential of Mass Response As a Biomarker for Patient Tumor Sensitivity to Drugs,,,,WITHDRAWN,"The primary objective of this study, sponsored by Travera in Massachusetts, is to validate whether the mass response biomarker has potential to predict response of patients to specific therapies or therapeutic combinations using isolated tumor cells from varying cancers and biopsy formats.",Travera Inc,0.0
NCT03000257,"A Multicenter, Phase 1, Open-Label, Dose-Escalation Study of ABBV-181 as Monotherapy and in Combination With Another Anti-Cancer Therapy in Subjects With Advanced Solid Tumors",Venetoclax; Rovalpituzumab Tesirine; ABBV-181,DRUG; DRUG; DRUG,,COMPLETED,"This is an open-label, Phase I, dose-escalation study to determine the recommended Phase 2 dose (RPTD), maximum tolerated dose (MTD), and evaluate the safety and pharmacokinetic (PK) profile of budigalimab. This study will also evaluate the safety and tolerability of budigalimab in combination with Rovalpituzumab Tesirine and budigalimab in combination with venetoclax. The study will consist of 3 parts: budigalimab monotherapy dose escalation and expansion, budigalimab in combination with Rovalpituzumab Tesirine and budigalimab in combination with venetoclax.",AbbVie,1.0
NCT02316457,First-in-human Clinical Study With RNA-Immunotherapy Combination of IVAC_W_bre1_uID and IVAC_M_uID for Individualized Tumor Therapy in Triple Negative Breast Cancer Patients,IVAC_W_bre1_uID; IVAC_W_bre1_uID/IVAC_M_uID,BIOLOGICAL; BIOLOGICAL,,COMPLETED,"The Mutanome Engineered RNA Immuno-Therapy (MERIT) study introduces a novel concept for Individualized Cancer Immunotherapy (IVAC®) to treat each patient with the relevant and immunogenic RNA vaccines for a given patient's tumor. The TNBC-MERIT trial uses two complementary strategies, the WAREHOUSE and the IVAC® MUTANOME concept, resulting in two custom-made IVAC® investigational medicinal products (IMPs) (IVAC_W_bre1_uID and IVAC_M_uID) for each individual patient.",BioNTech SE,1.0
NCT01982448,A Randomized Phase II Study of Preoperative Cisplatin Versus Paclitaxel in Patients With Triple Negative Breast Cancer: Evaluating the Homologous Recombination Deficiency (HRD) Biomarker,Cisplatin; Paclitaxel,DRUG; DRUG,,COMPLETED,"This is a phase II study randomizing patients with stage I with T1 \> 1.5 cm, stage II or III triple negative breast cancer (TNBC) to preoperative cisplatin versus paclitaxel. The study is designed to evaluate the ability of the Homologous Recombination Deficiency (HRD) assay to predict pathologic response to preoperative chemotherapy.",Dana-Farber Cancer Institute,1.0
NCT03487666,OXEL: A Pilot Study of Immune Checkpoint or Capecitabine or Combination Therapy as Adjuvant Therapy for Triple Negative Breast Cancer With Residual Disease Following Neoadjuvant Chemotherapy,Nivolumab; Capecitabine,DRUG; DRUG,,COMPLETED,This pilot study will provide preliminary data regarding the role of PIS in predicting the benefit of immune checkpoint inhibition with or without chemotherapy for high risk patients with TNBC and residual disease after effective neoadjuvant chemotherapy.,Georgetown University,1.0
