head,relation,tail
NCT05981326,has_title,Prediction in Silico of Pathological Response in a Prospective Cohort Study of Early Breast Cancer P
NCT05981326,has_status,RECRUITING
NCT05981326,has_phase,
NCT05981326,sponsored_by,Institut Cancerologie de l'Ouest
NCT05981326,tests,Biopsy
Biopsy,has_type,PROCEDURE
NCT05981326,tests,Blood samples
Blood samples,has_type,PROCEDURE
NCT05981326,tests,Questionnaires
Questionnaires,has_type,BEHAVIORAL
NCT06678048,has_title,"A Single-Arm, Two Stage, Phase II Study of Arsenous Acid Combined With Palliative Chemotherapy for R"
NCT06678048,has_status,RECRUITING
NCT06678048,has_phase,
NCT06678048,sponsored_by,Sun Yat-sen University
NCT06678048,tests,Arsenous Acid plus Chemotherapy
Arsenous Acid plus Chemotherapy,has_type,DRUG
NCT03487666,has_title,OXEL: A Pilot Study of Immune Checkpoint or Capecitabine or Combination Therapy as Adjuvant Therapy 
NCT03487666,has_status,COMPLETED
NCT03487666,has_phase,
NCT03487666,sponsored_by,Georgetown University
NCT03487666,tests,Nivolumab
Nivolumab,has_type,DRUG
NCT03487666,tests,Capecitabine
Capecitabine,has_type,DRUG
NCT05579366,has_title,Phase 1/2 Study of Rina-S in Patients With Locally Advanced and/or Metastatic Solid Tumors
NCT05579366,has_status,RECRUITING
NCT05579366,has_phase,
NCT05579366,sponsored_by,Genmab
NCT05579366,tests,Rina-S
Rina-S,has_type,DRUG
NCT05579366,tests,Carboplatin
Carboplatin,has_type,DRUG
NCT05579366,tests,Bevacizumab
Bevacizumab,has_type,DRUG
NCT05579366,tests,Pembrolizumab
Pembrolizumab,has_type,DRUG
NCT03952325,has_title,"A Multicenter, Phase 2 Study of Tesetaxel Plus Three Different PD-(L)1 Inhibitors in Patients With T"
NCT03952325,has_status,TERMINATED
NCT03952325,has_phase,
NCT03952325,sponsored_by,"Odonate Therapeutics, Inc."
NCT03952325,tests,Tesetaxel
Tesetaxel,has_type,DRUG
NCT03952325,tests,Tesetaxel
Tesetaxel,has_type,DRUG
NCT03952325,tests,Tesetaxel
Tesetaxel,has_type,DRUG
NCT03952325,tests,Nivolumab
Nivolumab,has_type,DRUG
NCT03952325,tests,Pembrolizumab
Pembrolizumab,has_type,DRUG
NCT03952325,tests,Atezolizumab
Atezolizumab,has_type,DRUG
NCT03952325,tests,Tesetaxel
Tesetaxel,has_type,DRUG
NCT04224922,has_title,"A Prospective, Belgian Multi-center, Single-arm, Phase II Study of Neoadjuvant Weekly Paclitaxel and"
NCT04224922,has_status,COMPLETED
NCT04224922,has_phase,
NCT04224922,sponsored_by,AZ-VUB
NCT04224922,tests,Paclitaxel
Paclitaxel,has_type,DRUG
NCT04224922,tests,Carboplatinum
Carboplatinum,has_type,DRUG
NCT04224922,tests,Epirubicin
Epirubicin,has_type,DRUG
NCT04224922,tests,Cyclophosphamide
Cyclophosphamide,has_type,DRUG
NCT06657222,has_title,"A Multicenter FIH Dose Escalation and Optimization Phase I/IIa Trial to Investigate Safety, Tolerabi"
NCT06657222,has_status,RECRUITING
NCT06657222,has_phase,
NCT06657222,sponsored_by,Tubulis GmbH
NCT06657222,tests,TUB-030
TUB-030,has_type,DRUG
NCT01111825,has_title,A Phase I/II Trial of Temsirolimus Plus Neratinib for Patients With Metastatic HER2-Amplified or Tri
NCT01111825,has_status,COMPLETED
NCT01111825,has_phase,
NCT01111825,sponsored_by,"Puma Biotechnology, Inc."
NCT01111825,tests,Temsirolimus
Temsirolimus,has_type,DRUG
NCT01111825,tests,Neratinib
Neratinib,has_type,DRUG
NCT01204125,has_title,"Randomized, Open-label, Phase 2 Study of the Efficacy and Safety of Weekly Paclitaxel Single-agent a"
NCT01204125,has_status,COMPLETED
NCT01204125,has_phase,
NCT01204125,sponsored_by,Sanofi
NCT01204125,tests,paclitaxel
paclitaxel,has_type,DRUG
NCT01204125,tests,Iniparib (SAR2405550 -BSI-201)
Iniparib (SAR2405550 -BSI-201),has_type,DRUG
NCT04669522,has_title,How do Psychological Factors Interact With the Oncological Outcomes of Women With Triple-negative Br
NCT04669522,has_status,UNKNOWN
NCT04669522,has_phase,
NCT04669522,sponsored_by,Pius-Hospital Oldenburg
NCT04432857,has_title,An Open-Label Multicenter Phase Ib Study of AN0025 in Combination With Pembrolizumab in Patients Wit
NCT04432857,has_status,ACTIVE_NOT_RECRUITING
NCT04432857,has_phase,
NCT04432857,sponsored_by,"Adlai Nortye Biopharma Co., Ltd."
NCT04432857,tests,AN0025
AN0025,has_type,DRUG
NCT04432857,tests,Pembrolizumab
Pembrolizumab,has_type,DRUG
NCT01695057,has_title,A Pilot Clinical Trial to Evaluate the Biological Activity of HDAC (Histone Deacetylase Transferases
NCT01695057,has_status,WITHDRAWN
NCT01695057,has_phase,
NCT01695057,sponsored_by,University of Southern California
NCT01695057,tests,vorinostat
vorinostat,has_type,DRUG
NCT01695057,tests,therapeutic conventional surgery
therapeutic conventional surgery,has_type,PROCEDURE
NCT01695057,tests,laboratory biomarker analysis
laboratory biomarker analysis,has_type,OTHER
NCT02615457,has_title,
NCT02615457,has_status,RECRUITING
NCT02615457,has_phase,
NCT02615457,sponsored_by,Shandong University
NCT02615457,tests,Huaier Granule
Huaier Granule,has_type,DRUG
NCT04993625,has_title,Selective Avoidanve of Sentinel Lymph Node Biopsy After Neoadjuvant Chemotherapy In HER-2 Positive/T
NCT04993625,has_status,ACTIVE_NOT_RECRUITING
NCT04993625,has_phase,
NCT04993625,sponsored_by,Jeong Eon Lee
NCT04993625,tests,avoid axillary sentinel lymph node biopsy after neoadjuvant chemotherapy
avoid axillary sentinel lymph node biopsy after neoadjuvant chemotherapy,has_type,PROCEDURE
NCT06878625,has_title,"A Multicenter, Prospective, Cohort Study Evaluating the Efficacy of Trop-2 ADC Combination Therapy i"
NCT06878625,has_status,RECRUITING
NCT06878625,has_phase,
NCT06878625,sponsored_by,Tianjin Medical University Cancer Institute and Hospital
NCT06878625,tests,Sacituzumab Govitecan combined with Toripalimab
Sacituzumab Govitecan combined with Toripalimab,has_type,COMBINATION_PRODUCT
NCT06878625,tests,Sacituzumab govitecan combined with anti-angiogenesis
Sacituzumab govitecan combined with anti-angiogenesis,has_type,COMBINATION_PRODUCT
NCT03130439,has_title,"A Phase 2 Study of Abemaciclib for Patients With Retinoblastoma-Positive, Triple Negative Metastatic"
NCT03130439,has_status,TERMINATED
NCT03130439,has_phase,
NCT03130439,sponsored_by,Dana-Farber Cancer Institute
NCT03130439,tests,Abemaciclib
Abemaciclib,has_type,DRUG
NCT04301739,has_title,"A Randomized, Double-Blind, International Multi-Centre, Phase III Clinical Study to Evaluate Efficac"
NCT04301739,has_status,NOT_YET_RECRUITING
NCT04301739,has_phase,
NCT04301739,sponsored_by,Shanghai Henlius Biotech
NCT04301739,tests,HLX10
HLX10,has_type,DRUG
NCT04301739,tests,"nab-paclitaxel, carboplatin, doxorubicin or epirubicin and cyclophosphamide"
"nab-paclitaxel, carboplatin, doxorubicin or epirubicin and cyclophosphamide",has_type,DRUG
NCT04301739,tests,Placebo
Placebo,has_type,DRUG
NCT04226222,has_title,"Bringing Semi-quantitative PET-TDM FDG Data and Texture Analysis to Clinical, Histological and Immun"
NCT04226222,has_status,UNKNOWN
NCT04226222,has_phase,
NCT04226222,sponsored_by,Institut Cancerologie de l'Ouest
NCT04226222,tests,TEP-TDM FDG
TEP-TDM FDG,has_type,DIAGNOSTIC_TEST
NCT05783622,has_title,"An Open-Label, Multicenter, Phase 1/1b Study of JANX008 in Subjects With Advanced or Metastatic Soli"
NCT05783622,has_status,RECRUITING
NCT05783622,has_phase,
NCT05783622,sponsored_by,Janux Therapeutics
NCT05783622,tests,JANX008
JANX008,has_type,DRUG
NCT05358639,has_title,A Phase I Trial of the Combination of Olaparib and Navitoclax in Women with High Grade Serous Epithe
NCT05358639,has_status,ACTIVE_NOT_RECRUITING
NCT05358639,has_phase,
NCT05358639,sponsored_by,Sunnybrook Health Sciences Centre
NCT05358639,tests,Olaparib tablet
Olaparib tablet,has_type,DRUG
NCT05358639,tests,Navitoclax
Navitoclax,has_type,DRUG
NCT05830539,has_title,"A Phase Ib/II, Open-label, Multicenter Clinical Study to Evaluate the Antitumor Activities, Safety, "
NCT05830539,has_status,COMPLETED
NCT05830539,has_phase,
NCT05830539,sponsored_by,"InxMed (Shanghai) Co., Ltd."
NCT05830539,tests,IN10018+PLD
IN10018+PLD,has_type,DRUG
NCT05830539,tests,IN10018+PLD+Toripalimab
IN10018+PLD+Toripalimab,has_type,DRUG
NCT00618657,has_title,"A Phase II Study of Breast Cancer Treatment Using Weekly Carboplatin+Nab-paclitaxel, Plus Trastuzuma"
NCT00618657,has_status,COMPLETED
NCT00618657,has_phase,
NCT00618657,sponsored_by,"University of California, Irvine"
NCT00618657,tests,Carboplatin
Carboplatin,has_type,DRUG
NCT00618657,tests,paclitaxel albumin-stabilized nanoparticle formulation
paclitaxel albumin-stabilized nanoparticle formulation,has_type,DRUG
NCT00618657,tests,bevacizumab
bevacizumab,has_type,DRUG
NCT00618657,tests,trastuzumab
trastuzumab,has_type,DRUG
NCT00618657,tests,magnetic resonance imaging
magnetic resonance imaging,has_type,PROCEDURE
NCT00618657,tests,therapeutic conventional surgery
therapeutic conventional surgery,has_type,PROCEDURE
NCT02456857,has_title,"Women's Triple-Negative First-Line Study: A Phase II Trial of Liposomal Doxorubicin, Bevacizumab and"
NCT02456857,has_status,COMPLETED
NCT02456857,has_phase,
NCT02456857,sponsored_by,M.D. Anderson Cancer Center
NCT02456857,tests,Bevacizumab
Bevacizumab,has_type,BIOLOGICAL
NCT02456857,tests,Everolimus
Everolimus,has_type,DRUG
NCT02456857,tests,Laboratory Biomarker Analysis
Laboratory Biomarker Analysis,has_type,OTHER
NCT02456857,tests,Pegylated Liposomal Doxorubicin Hydrochloride
Pegylated Liposomal Doxorubicin Hydrochloride,has_type,DRUG
NCT06586957,has_title,"A Phase 1, First-in-human, Open-label Study to Evaluate the Safety, Tolerability, PK, and Preliminar"
NCT06586957,has_status,RECRUITING
NCT06586957,has_phase,
NCT06586957,sponsored_by,"NiKang Therapeutics, Inc."
NCT06586957,tests,NKT3964
NKT3964,has_type,DRUG
NCT05088057,has_title,A Phase Ⅱ Study to Evaluate the Efficacy and Safety of Camrelizumab Plus Chemotherapy as Neoadjuvant
NCT05088057,has_status,UNKNOWN
NCT05088057,has_phase,
NCT05088057,sponsored_by,Aiping Shi
NCT05088057,tests,Camrelizumab
Camrelizumab,has_type,DRUG
NCT05088057,tests,Doxorubicin
Doxorubicin,has_type,DRUG
NCT05088057,tests,Cyclophosphamide
Cyclophosphamide,has_type,DRUG
NCT05088057,tests,Docetaxel
Docetaxel,has_type,DRUG
NCT01639248,has_title,A Phase II Study of the Aurora and Angiogenic Kinase Inhibitor ENMD-2076 in Previously Treated Local
NCT01639248,has_status,COMPLETED
NCT01639248,has_phase,
NCT01639248,sponsored_by,"CASI Pharmaceuticals, Inc."
NCT01639248,tests,ENMD-2076
ENMD-2076,has_type,DRUG
NCT02555657,has_title,A Randomized Open-Label Phase III Study of Single Agent Pembrolizumab Versus Single Agent Chemothera
NCT02555657,has_status,COMPLETED
NCT02555657,has_phase,
NCT02555657,sponsored_by,Merck Sharp & Dohme LLC
NCT02555657,tests,pembrolizumab
pembrolizumab,has_type,BIOLOGICAL
NCT02555657,tests,capecitabine
capecitabine,has_type,DRUG
NCT02555657,tests,eribulin
eribulin,has_type,DRUG
NCT02555657,tests,gemcitabine
gemcitabine,has_type,DRUG
NCT02555657,tests,vinorelbine
vinorelbine,has_type,DRUG
NCT05978648,has_title,"A Prospective, Multi-cohort, Exploratory Phase II Study of Trilaciclib Combined With Standard Chemot"
NCT05978648,has_status,RECRUITING
NCT05978648,has_phase,
NCT05978648,sponsored_by,wang shusen
NCT05978648,tests,Trilaciclib
Trilaciclib,has_type,DRUG
NCT05978648,tests,Epirubicin
Epirubicin,has_type,DRUG
NCT05978648,tests,Cyclophosphamide
Cyclophosphamide,has_type,DRUG
NCT05978648,tests,Paclitaxel
Paclitaxel,has_type,DRUG
NCT05978648,tests,Docetaxel
Docetaxel,has_type,DRUG
NCT05978648,tests,Carboplatin
Carboplatin,has_type,DRUG
NCT05978648,tests,Trastuzumab
Trastuzumab,has_type,DRUG
NCT05978648,tests,Pertuzumab
Pertuzumab,has_type,DRUG
NCT02580448,has_title,"A Phase 1/2 Open-Label Study to Evaluate the Safety, Pharmacokinetics, Pharmacodynamics and Efficacy"
NCT02580448,has_status,COMPLETED
NCT02580448,has_phase,
NCT02580448,sponsored_by,Innocrin Pharmaceutical
NCT02580448,tests,Seviteronel
Seviteronel,has_type,DRUG
NCT04152057,has_title,"A Single-arm, Exploratory Clinical Study of Pyrotinib Maleate Tablets Combined With Albumin Paclitax"
NCT04152057,has_status,UNKNOWN
NCT04152057,has_phase,
NCT04152057,sponsored_by,West China Hospital
NCT04152057,tests,Pyrotinib Maleate Tablets
Pyrotinib Maleate Tablets,has_type,DRUG
NCT04152057,tests,Albumin Paclitaxel
Albumin Paclitaxel,has_type,DRUG
NCT04152057,tests,Trastuzumab
Trastuzumab,has_type,DRUG
NCT02685657,has_title,A Phase II Randomized Multicenter Open Label Prospective Study of Neoadjuvant Chemotherapy Docetaxel
NCT02685657,has_status,UNKNOWN
NCT02685657,has_phase,
NCT02685657,sponsored_by,Russian Academy of Medical Sciences
NCT02685657,tests,Drug: Selumetinib
Drug: Selumetinib,has_type,DRUG
NCT02685657,tests,Doxorubicin
Doxorubicin,has_type,DRUG
NCT02685657,tests,Cyclophosphamide
Cyclophosphamide,has_type,DRUG
NCT02685657,tests,Docetaxel
Docetaxel,has_type,DRUG
NCT06802757,has_title,"A Phase II, Randomised, Open-label, Multicentre Study of Posaconazole Plus Pembrolizumab and Chemoth"
NCT06802757,has_status,RECRUITING
NCT06802757,has_phase,
NCT06802757,sponsored_by,Shandong Cancer Hospital and Institute
NCT06802757,tests,Posaconazole
Posaconazole,has_type,DRUG
NCT06802757,tests,Nab-paclitaxel
Nab-paclitaxel,has_type,DRUG
NCT06802757,tests,Carboplatin
Carboplatin,has_type,DRUG
NCT06802757,tests,Anthracycline
Anthracycline,has_type,DRUG
NCT06802757,tests,Cyclophosphamide
Cyclophosphamide,has_type,DRUG
NCT06802757,tests,Pembrolizumab
Pembrolizumab,has_type,DRUG
NCT03071757,has_title,"A Multicenter, Phase 1, Open-Label, Dose-Escalation Study of the Safety, Tolerability and Pharmacoki"
NCT03071757,has_status,COMPLETED
NCT03071757,has_phase,
NCT03071757,sponsored_by,AbbVie
NCT03071757,tests,ABBV-368
ABBV-368,has_type,DRUG
NCT03071757,tests,ABBV-181
ABBV-181,has_type,DRUG
NCT03863457,has_title,Pilot Study Evaluating the Uptake of [18F] F-GLN by PET/CT in Breast Cancer
NCT03863457,has_status,RECRUITING
NCT03863457,has_phase,
NCT03863457,sponsored_by,Abramson Cancer Center at Penn Medicine
NCT03863457,tests,Fluoroglutamine [18F]F-GLN
Fluoroglutamine [18F]F-GLN,has_type,DRUG
NCT06399757,has_title,A Phase 1/2 Study to Assess the Safety and Antitumor Activity of APL-5125 in Adults With Selected Ad
NCT06399757,has_status,RECRUITING
NCT06399757,has_phase,
NCT06399757,sponsored_by,Apollo Therapeutics Ltd
NCT06399757,tests,APL-5125
APL-5125,has_type,DRUG
NCT02489448,has_title,Single Arm Neoadjuvant Phase I/II Study of MEDI4736 (Anti-PD-L1 Antibody) Concomitant With Weekly Na
NCT02489448,has_status,COMPLETED
NCT02489448,has_phase,
NCT02489448,sponsored_by,Yale University
NCT02489448,tests,MEDI4736
MEDI4736,has_type,DRUG
NCT06787339,has_title,"A Prospective, Single-arm,Clinical Trial Exploring the Efficacy and Safety of Chemotherapy De-escala"
NCT06787339,has_status,NOT_YET_RECRUITING
NCT06787339,has_phase,
NCT06787339,sponsored_by,Fudan University
NCT06787339,tests,Capecitabine
Capecitabine,has_type,DRUG
NCT04045522,has_title,A Multicenter Prospective Real-world Study on Bisphosphonates Targeting Triple-negative Breast Cance
NCT04045522,has_status,UNKNOWN
NCT04045522,has_phase,
NCT04045522,sponsored_by,Shengjing Hospital
NCT04045522,tests,Zoledronic Acid
Zoledronic Acid,has_type,DRUG
NCT03616886,has_title,A Phase I/II Study of Paclitaxel Plus Carboplatin and Durvalumab (MEDI4736) With or Without Olecluma
NCT03616886,has_status,ACTIVE_NOT_RECRUITING
NCT03616886,has_phase,
NCT03616886,sponsored_by,Jules Bordet Institute
NCT03616886,tests,Paclitaxel
Paclitaxel,has_type,DRUG
NCT03616886,tests,Carboplatin
Carboplatin,has_type,DRUG
NCT03616886,tests,MEDI4736
MEDI4736,has_type,DRUG
NCT03616886,tests,MEDI9447
MEDI9447,has_type,DRUG
NCT02222922,has_title,"A FIRST-IN-HUMAN PHASE 1, DOSE ESCALATION, SAFETY AND PHARMACOKINETIC STUDY OF PF-06647020 IN ADULT "
NCT02222922,has_status,COMPLETED
NCT02222922,has_phase,
NCT02222922,sponsored_by,Pfizer
NCT02222922,tests,PF-06647020 Q3W
PF-06647020 Q3W,has_type,DRUG
NCT02222922,tests,fluconazole
fluconazole,has_type,DRUG
NCT02222922,tests,PF-06647020 Q2W
PF-06647020 Q2W,has_type,DRUG
NCT02222922,tests,PF-06647020 combined with Avelumab
PF-06647020 combined with Avelumab,has_type,DRUG
NCT05957939,has_title,"Targeting Triple-negative Breast Cancer or ER-positive, PR Positive her2 Negative by Alkaline Glucos"
NCT05957939,has_status,UNKNOWN
NCT05957939,has_phase,
NCT05957939,sponsored_by,"Ministry of Health, Saudi Arabia"
NCT05957939,tests,Alkaline Glucosodiene Molecules
Alkaline Glucosodiene Molecules,has_type,DRUG
NCT02178722,has_title,"A Phase 1/2 Study Exploring the Safety, Tolerability, and Efficacy of MK-3475 in Combination With IN"
NCT02178722,has_status,COMPLETED
NCT02178722,has_phase,
NCT02178722,sponsored_by,Incyte Corporation
NCT02178722,tests,MK-3475
MK-3475,has_type,DRUG
NCT02178722,tests,INCB024360
INCB024360,has_type,DRUG
NCT03546686,has_title,A Single Arm Phase 2 Study of Peri-Operative Immune Checkpoint Inhibition and Cryoablation in Women 
NCT03546686,has_status,RECRUITING
NCT03546686,has_phase,
NCT03546686,sponsored_by,University of Texas Southwestern Medical Center
NCT03546686,tests,Pembrolizumab
Pembrolizumab,has_type,DRUG
NCT03546686,tests,Core Biopsy/Cryoablation
Core Biopsy/Cryoablation,has_type,PROCEDURE
NCT03546686,tests,Breast Surgery
Breast Surgery,has_type,PROCEDURE
NCT03546686,tests,Ipilimumab
Ipilimumab,has_type,DRUG
NCT03546686,tests,Nivolumab
Nivolumab,has_type,DRUG
NCT05842148,has_title,IRONY: lIfe afteR ONcoplastic surgerY
NCT05842148,has_status,RECRUITING
NCT05842148,has_phase,
NCT05842148,sponsored_by,Campus Bio-Medico University
NCT05842148,tests,Study and recording of post-surgical clinical and pathological data of patients diagnosed with breast cancer undergoing unilateral or bilateral conservative oncoplastic surgery.
Study and recording of post-surgical clinical and pathological data of patients diagnosed with breast cancer undergoing unilateral or bilateral conservative oncoplastic surgery.,has_type,OTHER
NCT05842148,tests,Study and recording of any associated post-surgical complications (of patients diagnosed with breast cancer undergoing unilateral or bilateral conservative oncoplastic surgery.
Study and recording of any associated post-surgical complications (of patients diagnosed with breast cancer undergoing unilateral or bilateral conservative oncoplastic surgery.,has_type,OTHER
NCT05842148,tests,"Study and recording of aesthetic and functional post-surgical results related to the quality of life, as data perceived by the surgeon (technical analysis), and by the patient."
"Study and recording of aesthetic and functional post-surgical results related to the quality of life, as data perceived by the surgeon (technical analysis), and by the patient.",has_type,OTHER
NCT04176848,has_title,A Phase II Study of CFI-400945 and Durvalumab in Patients With Advanced/Metastatic Triple Negative B
